timestep,episode,return,length
23500,470,-3.796347,50
23550,471,-3.228458,50
23600,472,-3.516454,50
23650,473,-2.740595,50
23700,474,-3.418343,50
23750,475,-1.514902,50
23800,476,-4.322015,50
23850,477,-1.841513,50
23900,478,-2.877485,50
23950,479,-3.61841,50
24000,480,-1.68329,50
24050,481,-3.102321,50
24100,482,-2.687509,50
24150,483,-1.726135,50
24200,484,-1.726839,50
24250,485,-3.851925,50
24300,486,-4.192637,50
24350,487,-2.92142,50
24400,488,-1.540836,50
24450,489,-1.884308,50
24500,490,-3.127348,50
24550,491,-2.415962,50
24600,492,-3.474135,50
24650,493,-2.840167,50
24700,494,-3.833924,50
24750,495,-3.715916,50
24800,496,-1.342956,50
24850,497,-2.254587,50
24900,498,-4.904837,50
24950,499,-4.57118,50
25000,500,-2.889502,50
25050,501,-1.045155,50
25100,502,-3.269084,50
25150,503,-2.060132,50
25200,504,-2.25166,50
25250,505,-3.511193,50
25300,506,-4.09805,50
25350,507,-4.434083,50
25400,508,-3.436387,50
25450,509,-4.270309,50
25500,510,-3.163174,50
25550,511,-4.106276,50
25600,512,-2.695829,50
25650,513,-4.021271,50
25700,514,-2.809621,50
25750,515,-3.586783,50
25800,516,-2.528439,50
25850,517,-2.087702,50
25900,518,-3.718954,50
25950,519,-1.62622,50
26000,520,-0.809543,50
26050,521,-3.150495,50
26100,522,-3.621896,50
26150,523,-2.928166,50
26200,524,-2.342839,50
26250,525,-3.825242,50
26300,526,-1.2321,50
26350,527,-2.895683,50
26400,528,-1.523444,50
26450,529,-2.184449,50
26500,530,-3.427877,50
26550,531,-2.888664,50
26600,532,-2.888764,50
26650,533,-3.517343,50
26700,534,-2.866357,50
26750,535,-3.517755,50
26800,536,-2.866485,50
26850,537,-3.722377,50
26900,538,-1.866267,50
26950,539,-3.593528,50
27000,540,-4.086017,50
27050,541,-3.453175,50
27100,542,-2.253745,50
27150,543,-3.294727,50
27200,544,-4.037794,50
27250,545,-3.140616,50
27300,546,-3.856807,50
27350,547,-1.919727,50
27400,548,-2.307942,50
27450,549,-1.979844,50
27500,550,-4.369981,50
27550,551,-3.452727,50
27600,552,-3.003692,50
27650,553,-3.163181,50
27700,554,-4.209342,50
27750,555,-4.250282,50
27800,556,-1.48753,50
27850,557,-1.747172,50
27900,558,-2.113771,50
27950,559,-3.261,50
28000,560,-3.724605,50
28050,561,-2.685723,50
28100,562,-2.736,50
28150,563,-2.349493,50
28200,564,-3.37396,50
28250,565,-4.162885,50
28300,566,-2.82953,50
28350,567,-3.460614,50
28400,568,-3.633842,50
28450,569,-1.458656,50
28500,570,-3.117666,50
28550,571,-3.532771,50
28600,572,-2.491213,50
28650,573,-4.156122,50
28700,574,-2.709316,50
28750,575,-2.311733,50
28800,576,-4.175368,50
28850,577,-3.840999,50
28900,578,-2.053774,50
28950,579,-1.971548,50
29000,580,-3.437926,50
29050,581,-2.947292,50
29100,582,-0.962799,50
29150,583,-5.750188,50
29200,584,-2.897264,50
29250,585,-1.756918,50
29300,586,-3.66372,50
29350,587,-2.938136,50
29400,588,-1.4931,50
29450,589,-1.246477,50
29500,590,-3.922603,50
29550,591,-3.374137,50
29600,592,-3.775535,50
29650,593,-1.229088,50
29700,594,-3.717716,50
29750,595,-3.197569,50
29800,596,-3.86466,50
29850,597,-2.085146,50
29900,598,-3.552225,50
29950,599,-1.144651,50
30000,600,-3.465425,50
30050,601,-1.860113,50
30100,602,-2.787124,50
30150,603,-3.563922,50
30200,604,-1.87917,50
30250,605,-4.12092,50
30300,606,-3.762259,50
30350,607,-2.198845,50
30400,608,-3.134725,50
30450,609,-2.852671,50
30500,610,-1.994434,50
30550,611,-3.189406,50
30600,612,-2.486553,50
30650,613,-1.792617,50
30700,614,-3.272053,50
30750,615,-2.243177,50
30800,616,-1.097374,50
30850,617,-2.747578,50
30900,618,-0.946848,50
30950,619,-2.443986,50
31000,620,-1.773219,50
31050,621,-1.338805,50
31100,622,-3.932384,50
31150,623,-2.358506,50
31200,624,-3.92453,50
31250,625,-2.943344,50
31300,626,-2.337579,50
31350,627,-1.277977,50
31400,628,-4.478082,50
31450,629,-2.024083,50
31500,630,-3.291094,50
31550,631,-2.368196,50
31600,632,-1.039136,50
31650,633,-2.072413,50
31700,634,-1.686641,50
31750,635,-2.602813,50
31800,636,-3.377409,50
31850,637,-2.011556,50
31900,638,-3.473698,50
31950,639,-1.668788,50
32000,640,-4.848627,50
32050,641,-1.388023,50
32100,642,-2.822955,50
32150,643,-4.198733,50
32200,644,-2.561712,50
32250,645,-2.192013,50
32300,646,-4.004851,50
32350,647,-3.245118,50
32400,648,-2.456626,50
32450,649,-4.44301,50
32500,650,-1.819995,50
32550,651,-2.150051,50
32600,652,-3.344228,50
32650,653,-4.499241,50
32700,654,-2.309073,50
32750,655,-2.028953,50
32800,656,-3.329446,50
32850,657,-4.452892,50
32900,658,-2.270414,50
32950,659,-2.149896,50
33000,660,-2.179361,50
33050,661,-2.826401,50
33100,662,-4.35731,50
33150,663,-3.213948,50
33200,664,-3.860813,50
33250,665,-1.286247,50
33300,666,-1.808747,50
33350,667,-2.642958,50
33400,668,-4.626057,50
33450,669,-2.976047,50
33500,670,-3.931032,50
33550,671,-3.498093,50
33600,672,-3.021826,50
33650,673,-3.174504,50
33700,674,-3.821848,50
33750,675,-2.846229,50
33800,676,-2.146819,50
33850,677,-3.809968,50
33900,678,-1.618591,50
33950,679,-3.721651,50
34000,680,-1.133711,50
34050,681,-1.504199,50
34100,682,-0.906162,50
34150,683,-3.190658,50
34200,684,-3.196539,50
34250,685,-2.284123,50
34300,686,-3.357831,50
34350,687,-3.859013,50
34400,688,-1.282622,50
34450,689,-1.263413,50
34500,690,-1.063078,50
34550,691,-1.311047,50
34600,692,-4.504629,50
34650,693,-2.461246,50
34700,694,-1.259942,50
34750,695,-1.79653,50
34800,696,-3.528088,50
34850,697,-1.904588,50
34900,698,-3.20132,50
